s,p,o
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122913507&passdocnumber=null&allbin=1089806&scancode=ESHS6532528
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806122913507ESHS6532528,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2018-05-18T09:22:54.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,PLAN / WORK APPROVAL APPLICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:25:07.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:25:07.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122356814&passdocnumber=null&allbin=1036156&scancode=ESHS3210584
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:39.312Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122356814&passdocnumber=null&allbin=1036156&scancode=ESHS3210584
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2016-12-22T10:35:08.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122356814ESHS3210584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasAmendment,Yes
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T10:51:09.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T10:51:09.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=140232825&passdocnumber=null&allbin=1089806&scancode=ES746228584
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:15.025Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=140232825&passdocnumber=null&allbin=1089806&scancode=ES746228584
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140232825ES746228584,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2014-08-15T13:42:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T10:51:16.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T10:51:16.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=140634035&passdocnumber=null&allbin=1089806&scancode=ES519593827
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:35.258Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:06.453Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:18.201Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=140634035&passdocnumber=null&allbin=1089806&scancode=ES519593827
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1089806140634035ES519593827,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2017-05-10T10:51:33.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,COST AFFIDAVIT
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,PW3
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:25:13.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:25:13.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=120457273&passdocnumber=null&allbin=1036156&scancode=SC091104032
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:19.300Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=120457273&passdocnumber=null&allbin=1036156&scancode=SC091104032
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156120457273SC091104032,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2010-09-20T14:36:15.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,ASBESTOS: CERTIFICATION DEP ACP5
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,ACP5
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:24:45.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:24:45.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122397469&passdocnumber=null&allbin=1036156&scancode=SC140905004
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:30:36.181Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=122397469&passdocnumber=null&allbin=1036156&scancode=SC140905004
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1036156122397469SC140905004,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2016-05-06T12:06:26.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasName,TECHNICAL REPORT: RESPONSIBILITY/CERTIFICATION
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,TR1
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T18:06:07.509Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=110079593&passdocnumber=null&allbin=1082908&scancode=SC080123001
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Form
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:26.512Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:17:59.484Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Others
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:31:02.804Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/BScanJobDocumentServlet?requestid=0&passjobnumber=110079593&passdocnumber=null&allbin=1082908&scancode=SC080123001
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908110079593SC080123001,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDate,2008-01-28T11:55:20.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/Form/DOB_BIS/1082908120387296SC131696254,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/Form
